domain,phylum,class-order,family,species,reference
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Parasporobacterium paucivorans,"(Nam et al., 2008)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Robinsoniella peoriensis,"(Gomez et al., 2011)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Roseburia faecis,"(Duncan et al., 2006)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Roseburia hominis,"(Duncan et al., 2006)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Roseburia intestinalis,"(Duncan et al., 2002)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Roseburia inulinivorans,"(Duncan et al., 2006)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus gauvreauii,"(Domingo et al., 2008)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus gnavus,"(Moore et al., 1976)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus faecis,"(Kim et al., 2011)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus lactaris,"(Moore et al., 1976)"
Bacteria,Firmicutes,Clostridia-Clostridiales XIVa,Lachnospiraceae,Ruminococcus torques,"(Holdeman & Moore, 1974)"
Bacteria,Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Anaerofustis stercorihominis,"(Finegold et al., 2004)"
Bacteria,Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Eubacterium barkeri,"(Finegold et al., 1974)"
Bacteria,Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Eubacterium callanderi,"(Lagier et al., 2012)"
Bacteria,Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Eubacterium limosum,"(Moore & Holdeman, 1974)"
Bacteria,Firmicutes,Clostridia-Clostridiales XV,Eubacteriaceae,Pseudoramibacter alactolyticus,"(Benno et al., 1986; Willems & Collins, 1996)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales,Erysipelotrichaceae,Turicibacter sanguinis,"(Cuív et al., 2011)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Clostridium innocuum,"(Finegold et al., 1974)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Eubacterium biforme,"(Holdeman & Moore, 1974)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Eubacterium cylindroides,"(Cato et al., 1974)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Eubacterium dolichum,"(Woodmansey et al., 2004)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Eubacterium tortuosum,"(Eggerth, 1935)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Dielma fastidiosa,"(Lagier et al., 2012)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVI,Erysipelotrichaceae XVI,Streptococcus pleomorphus,"(Ley et al., 2006)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Catenibacterium mitsuokai,"(Kageyama & Benno, 2000)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Coprobacillus cateniformis,"(Kageyama & Benno, 2000)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Eggerthia catenaformis,"(Eggerth, 1935; Salvetti et al., 2011)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Kandleria vitulina,"(Mitsuoka, 1992; Salvetti et al., 2011)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVII,Erysipelotrichaceae XVII,Stoquefichus massiliensis,"(Pfleiderer et al., 2013)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Anaerorhabdus furcosa,"(Moore & Holdeman, 1974; Shah & Collins, 1986)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Bulleidia extructa,"(Lagier et al., 2012)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Clostridium cocleatum,"(Kaneuchi, 1979)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Clostridium ramosum,"(Moore & Holdeman, 1974)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Clostridium saccharogumia,"(Clavel et al., 2007)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Clostridium spiroforme,"(Kaneuchi, 1979)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Holdemania filiformis,"(Willems et al., 1998)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Holdemania massiliensis,"(Pfleiderer et al., 2013)"
Bacteria,Firmicutes,Erysipelotrichi-Erysipelotrichales XVIII,Erysipelotrichaceae XVIII,Solobacterium moorei,"(Kageyama & Benno, 2000)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Acidiaminococcaceae,Acidaminococcus fermentans,"(Moore & Holdeman, 1974)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Acidiaminococcaceae,Acidaminococcus intestini,"(Jumas-Bilak et al., 2007)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Acidiaminococcaceae,Phascolarctobacterium faecium,"(Hayashi et al., 2002)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Acidiaminococcaceae,Phascolarctobacterium succinatutens,"(Watanabe et al., 2011)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Peptococcaceae,Peptococcus niger,"(Van Eldere et al., 1987)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Peptococcaceae,Desulfitobacterium frappieri,"(van de Pas et al., 2001)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Allisonella histaminiformans,"(Hayashi et al., 2002)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Dialister invisus,"(Lin et al., 2013)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Dialister pneumosintes,"(Finegold et al., 1974)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Dialister succinatiphilus,"(Morotomi et al., 2008)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Megamonas funiformis,"(Sakon et al., 2008)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Megamonas hypermegale,"(Moore & Holdeman, 1974; Shah & Collins, 1982)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Megasphaera elsdenii,"(Finegold et al., 1974)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Mitsuokella jalaludinii,"(Ley et al., 2006)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Mitsuokella multacida,"(Mitsuoka et al., 1974; Shah & Collins, 1982)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Negativicoccus succinicivorans,"(Lagier et al., 2012)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Selenomonas ruminantium,"(Benno et al., 1986)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella atypica,"(Dal Bello & Hertel, 2006)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella dispar,"(Dal Bello & Hertel, 2006)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella parvula,"(Veillon & Zuber, 1898)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella ratti,"(McLaughlin et al., 2010)"
Bacteria,Firmicutes,Negativicutes-Selenomonadales IX,Veillonellaceae,Veillonella rogosae,"(Pfleiderer et al., 2013)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Cetobacterium somerae,"(Finegold et al., 2003)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Clostridium rectum,"(Benno et al., 1984)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium gonidiaformans,"(Finegold et al., 1974)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium mortiferum,"(Moore & Holdeman, 1974)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium naviforme,"(Holdeman et al., 1976)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium necrogenes,"(Finegold et al., 1974)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium necrophorum,"(Finegold et al., 1974)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium nucleatum,"(Holdeman et al., 1976)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium periodonticum,"(Wang et al., 2005)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium russii,"(Moore & Holdeman, 1974)"
Bacteria,Fusobacteria,Fusobacteriales,Fusobacteriaceae,Fusobacterium varium,"(Benno et al., 1989)"
Bacteria,Fusobacteria,Fusobacteriales,Leptotrichiaceae,Leptotrichia amnionii,"(Bik et al., 2006; Gill et al., 2006)"
Bacteria,Fusobacteria,Fusobacteriales,Leptotrichiaceae,Leptotrichia buccalis,"(Drasar & Hill, 1974)"
Bacteria,Lentisphaerae,Victivallales,Victivallaceae,Victivallis vadensis,"(Zoetendal et al., 2003)"
Bacteria,Planctomycetes,Planctomycetales,Planctomycetaceae,Schlesneria paludicola,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Brevundimonas bacteroides,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Brevundimonas diminuta,"(Walker et al., 2011)"
Bacteria,Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Brevundimonas terrae,"(Ley et al., 2006)"
Bacteria,Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Brevundimonas vesicularis,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Caulobacterales,Caulobacteraceae,Phenylobacterium haematophilum,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Aurantimonadaceae,Aurantimonas altamirensis,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium denitrificans,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium elkanii,"(Walker et al., 2011)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium japonicum,"(Lepage et al., 2011)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Bradyrhizobiaceae,Afipia birgiae,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Brucellaceae,Ochrobactrum anthropi,"(Holmes et al., 1988)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Brucellaceae,Ochrobactrum intermedium,"(Müller et al., 1999)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Hyphomicrobiaceae,Pedomicrobium ferrugineum,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium adhaesivum,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium jeotgali,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium mesophilicum,"(Walker et al., 2011)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium populi,"(Turnbaugh et al., 2009)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium radiotolerans,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Methylobacterium zatmanii,"(Dubourg et al., 2013)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Methylobacteriaceae,Microvirga massiliensis,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Phyllobacteriaceae,Mesorhizobium loti,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Phyllobacteriaceae,Phyllobacterium myrsinacearum,"(Mai et al., 2013)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Rhizobiaceae,Agrobacterium tumefaciens,"(Walker et al., 2011)"
Bacteria,Proteobacteria,Alpha-Rhizobiales,Xanthobacteraceae,Ancylobacter polymorphus,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Alpha-Rhodobacterales,Rhodobacteraceae,Paracoccus carotinifaciens,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhodobacterales,Rhodobacteraceae,Paracoccus marinus,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhodobacterales,Rhodobacteraceae,Paracoccus yeei,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhodobacterales,Rhodobacteraceae,Amaricoccus kaplicensis,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhodospirillales,Acetobacteraceae,Roseomonas mucosa,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Rhodospirillales,Rhodospirillaceae,Skermanella aerolata,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Blastomonas natatoria,"(Dubourg et al., 2013)"
Bacteria,Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Sphingomonas panni,"(Ley et al., 2006)"
Bacteria,Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Sphingomonas pseudosanguinis,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Sphingomonas paucimobilis,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Alpha-Sphingomonadales,Sphingomonadaceae,Sphingomonas adhaesiva,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Achromobacter denitrificans,"(Finegold et al., 1974)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Achromobacter xylosoxidans,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Alcaligenes faecalis,"(Petruschky, 1896)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Bordetella hinzii,"(Walker et al., 2011)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Alcaligenaceae,Kerstersia gyiorum,"(Coenye et al., 2003)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Burkholderia cepacia,"(Wang et al., 2003)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Cupriavidus metallidurans,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Lautropia mirabilis,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Limnobacter thiooxidans,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Burkholderiaceae,Ralstonia mannitolilytica,"(Zoetendal et al., 2002)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Acidovorax facilis,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Aquabacterium commune,"(Wang et al., 2003)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Comamonas kerstersii,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Comamonas testosteroni,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Delftia acidovorans,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Pelomonas saccharophila,"(Pfleiderer et al., 2013)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Comamonadaceae,Variovorax boronicumulans,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Oxalobacteraceae,Herbaspirillum massiliense,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Oxalobacteraceae,Massilia aurea,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Oxalobacteraceae,Oxalobacter formigenes,"(Allison et al., 1985)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Suterellaceae,Parasutterella excrementihominis,"(Nagai et al., 2009)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Suterellaceae,Parasutterella secunda,"(Morotomi et al., 2011)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Suterellaceae,Sutterella parvirubra,"(Sakon et al., 2008; Williams et al., 2012)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Suterellaceae,Sutterella stercoricanis,"(Williams et al., 2012)"
Bacteria,Proteobacteria,Beta-Burkholderiales,Suterellaceae,Sutterella wadsworthensis,"(Wexler et al., 1996)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Eikenella corrodens,"(Hansen et al., 2013)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Laribacter hongkongensis,"(Lau et al., 2003)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Kingella oralis,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria cinerea,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria elongata,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria flava,"(Bik et al., 2006)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria flavescens,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria macacae,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria mucosa,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria perflava,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Neisseriales,Neisseriaceae,Neisseria subflava,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Beta-Rhodocyclales,Rhodocyclaceae,Methyloversatilis universalis,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Delta-Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio desulfuricans,"(Gibson et al., 1991)"
Bacteria,Proteobacteria,Delta-Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio fairfieldensis,"(Loubinoux et al., 2002)"
Bacteria,Proteobacteria,Delta-Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio piger,"(Moore et al., 1976)"
Bacteria,Proteobacteria,Delta-Desulfovibrionales,Desulfovibrionaceae,Bilophila wadsworthia,"(Baron, 1997)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Arcobacter butzleri,"(Engberg et al., 2000)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Arcobacter cryaerophilus,"(Engberg et al., 2000)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Bacteroides ureolyticus,"(Benno et al., 1989)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter coli,"(Penner & Hennessy, 1980)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter concisus,"(Vandamme et al., 1989)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter curvus,"(Hansen et al., 2013)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter faecalis,"(Kachler et al., 2000)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter fetus,"(Veron & Chatelain, 1973)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter gracilis,"(Wexler et al., 1996)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter hominis,"(Lawson et al., 2001)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter hyointestinalis,"(Vandamme et al., 1991)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter jejuni,"(Paisley et al., 1982)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter lari,"(Simor & Wilcox, 1987)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter rectus,"(Wexler et al., 1996)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter showae,"(Hansen et al., 2013)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Campylobacteraceae,Campylobacter upsaliensis,"(Goossens et al., 1990)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Flexispira rappini,"(Archer et al., 1988)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter canadensis,"(Fox et al., 2000)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter cinaedi,"(Engberg et al., 2000)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter pullorum,"(Stanley et al., 1994)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter pylori,"(McGowan et al., 1996)"
Bacteria,Proteobacteria,Epsilon-Campylobacterales,Helicobacteraceae,Helicobacter winghamensis,"(Melito et al., 2001)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas allosaccharophila,"(Janda & Abbott, 1998)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas bestiarum,"(Janda & Abbott, 1998)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas caviae,"(Kirov et al., 1999)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas enteropelogenes,"(Carnahan et al., 1991)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas hydrophila,"(Pitarangsi et al., 1982)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas jandaei,"(Janda & Abbott, 1998)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas media,"(Janda & Abbott, 1998)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas tecta,"(Demarta et al., 2008)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas trota,"(Janda & Abbott, 1998)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Aeromonadaceae,Aeromonas veronii,"(Hickman-Brenner et al., 1987)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Succinivibrionaceae,Anaerobiospirillum thomasii,"(Malnick, 1997)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Succinivibrionaceae,Anaerobiospirillum succiniciproducens,"(Malnick, 1997)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Succinivibrionaceae,Succinatimonas hippei,"(Morotomi et al., 2009)"
Bacteria,Proteobacteria,Gamma-Aeromonadales,Succinivibrionaceae,Succinivibrio dextrinosolvens,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Averyella dalhousiensis,"(Johnson et al., 2005)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Cedecea davisae,"(Grimont et al., 1981)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter amalonaticus,"(Brenner et al., 1993)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter braakii,"(Brenner et al., 1993)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter farmeri,"(Brenner et al., 1993)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter intermedius,"(Kumar & Sharma, 1978)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter koseri,"(Brenner et al., 1999)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter freundii,"(Finegold et al., 1974)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter gillenii,"(Brenner et al., 1999)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter murliniae,"(Brenner et al., 1999)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter sedlakii,"(Brenner et al., 1993)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter werkmanii,"(Brenner et al., 1993)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Citrobacter youngae,"(Brenner et al., 1993)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Cronobacter sakazakii,"(Lagier et al., 2012)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Edwardsiella tarda,"(Ewing et al., 1965)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter aerogenes,"(Finegold et al., 1977)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter asburiae,"(Brenner et al., 1986)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter cancerogenus,"(Farmer et al., 1985)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter cloacae,"(Finegold et al., 1974)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter hormaechei,"(McLaughlin et al., 2010)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter ludwigii,"(Hoffmann et al., 2005)"
Bacteria,Proteobacteria,Gamma-Enterobacteriales,Enterobacteriaceae,Enterobacter massiliensis,"(Lagier et al., 2012)"
